id,name,node_type,issue_type,start_id,end_id,relation_type,source,triple_hash
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,36.0,是,extraction,c71360788330970e9271c94692c552bea317a6f243c833496857e49d68ae2bdc
,,,冗余三元组,18.0,36.0,是,extraction,763917cc0d41b529306a915c2eca7b390f263ce8daa97f08f8d707a9c88ef22a
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,30.0,是,extraction,b8c42a73848d151fb19153682dd14995902d02478bbe012a2ed29acf2c22965a
,,,冗余三元组,18.0,30.0,是,extraction,390da1d934e648f99cce08ddf4d9970fc48fb9c0e84d7950994252ba39eda2b2
,,,冗余三元组,7.0,19.0,是,extraction,2a88a034ef5cece9cf9929570f46e66e84f0658e91d26787747fdf65ecaa61b4
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,31.0,是,extraction,2c6f3bdafc98d932c7f7050f5f175af5a4b04100d90ab9f36f240058f058592e
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,9.0,53.0,包含,extraction,c3df9c6008bf2baf1f7b6f9541d81fe04121870eeb2c55ed4cc1cca75da24144
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,7.0,54.0,是,extraction,c8ae73e9f17b71b5a3a1abb3e9657a041d2f51a99bca64780fc95ced120ebd74
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,21.0,9.0,行驶主体,extraction,8720bf216690e0067640ccda2bc1a90b8e1a2f66fe57e1cf90fca56b7f7638c4
,,,冗余三元组,21.0,9.0,承办机构,extraction,f6f3f5a2c0535b46220fb05fa7d9d286c6a7bf3d1296438d2b596460b67fc2fa
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,31.0,是,extraction,2c6f3bdafc98d932c7f7050f5f175af5a4b04100d90ab9f36f240058f058592e
,,,冗余三元组,18.0,31.0,是,extraction,c9d5ad180bb8d07255831d5e02503978682a333c3a7dc2a9385ddc4bd55c50b6
,,,冗余三元组,7.0,54.0,是,extraction,c8ae73e9f17b71b5a3a1abb3e9657a041d2f51a99bca64780fc95ced120ebd74
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,9.0,25.0,涉及,extraction,78702f72f61bc98548eecb5eaa17caa7242237d3df09017c8cca03183453005f
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,7.0,37.0,是,extraction,b677acb9754aa12371f933788edb5497d7a3e714a706d1968813418a6dee73ed
,,,冗余三元组,1.0,9.0,包括,extraction,faf0ce8191eacfaa2463c2b297349347b524dc6e45d27869dd8175629020d62c
,,,冗余三元组,9.0,46.0,涉及,extraction,88296d87c8772de1f62481cd05298c2233cc8547e68abf531889d01e493a08cc
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,17.0,是,extraction,7f07a66f4ec01d1e3a8f39dcf819db630fa1fa37e1a5fd78944e7c734d978235
,,,冗余三元组,18.0,17.0,是,extraction,64e28edcbe2a10b8014b06111cbbcc792d80ddf83b6df5ce5549c03486107411
,,,冗余三元组,7.0,37.0,是,extraction,b677acb9754aa12371f933788edb5497d7a3e714a706d1968813418a6dee73ed
,,,冗余三元组,9.0,23.0,服务事项,extraction,0cdee6daee4fcb2baa7ee1a5fae03d91f55ebca8f0676971be254dd5cc11a6ae
,,,冗余三元组,11.0,9.0,权力类型,extraction,2c1c88acab62420824c092d4fa6632ca9b0bfffd2d1ca0586870856ec5f1ae16
,,,冗余三元组,24.0,9.0,行驶主体,extraction,90a9fdac5ebef5a610edf20f99b4733fd9a0d155492c0c192a46ef1bbaac0331
,,,冗余三元组,24.0,9.0,承办机构,extraction,c20f9f12bcd7f579d07afbab9de42fa29760431e0e85ee0a80cc210217206cee
,,,冗余三元组,56.0,9.0,实施依据,extraction,2aa701a6492253a05a68571e741a49b2328fc2a88ea859975c7311178bf3cae8
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,7.0,54.0,是,extraction,c8ae73e9f17b71b5a3a1abb3e9657a041d2f51a99bca64780fc95ced120ebd74
,,,冗余三元组,9.0,58.0,包含,extraction,179b29517f3de67c7be95a2cc37a3dea771d50f0d98ecc20d7fca6948efadfa4
,,,冗余三元组,3.0,11.0,是,extraction,50e282008fdda86810f048e213c9dbd0e2f5df0a5efb5176f11c1f5844f7c83a
,,,冗余三元组,5.0,34.0,是,extraction,b7ccd1f45a95923d796ee92ca6942743da3195e27df18f974cf96b23ad3bdee0
,,,冗余三元组,18.0,34.0,是,extraction,ff1e933d5261241bef0fea2b84067f048ac6f4995720d8766a2256c92ae8aeb3
