start_id,end_id,relation_type,source,triple_hash
15,2,是,enhanced_extraction,d329e61246dacaec97bc6020bb1732fab8ff39be6d2974cc10851bdb9306ab9a
15,2,是,enhanced_extraction,d329e61246dacaec97bc6020bb1732fab8ff39be6d2974cc10851bdb9306ab9a
4,2,类型,enhanced_extraction,4c9f0a4ef36772667e701fd27d91bc00c0146ae5de024a870542f63231852861
15,26,类型,enhanced_extraction,2cbfa96317ae878810e6b5134860e73815b1d94a96082eba8c60e0b5ecc1eadc
1,2,行驶主体,enhanced_extraction,c0a6e94636e924fa9363fdfafe8ad063d09d62a5b8fe4e2434235f6125f950a5
1,2,承办机构,enhanced_extraction,3357b4f4d96ccbbf9cf30fc462db76395cd42551149c700acb418578d6d91a7c
4,2,属于,enhanced_extraction,c50e4a2ff49449e847a17a1124547b368869cfcafc4fd20349792cf2b72bd1bc
15,2,是,enhanced_extraction,d329e61246dacaec97bc6020bb1732fab8ff39be6d2974cc10851bdb9306ab9a
4,2,类型,enhanced_extraction,4c9f0a4ef36772667e701fd27d91bc00c0146ae5de024a870542f63231852861
2,15,类型,enhanced_extraction,7ad4639a42137998f59f64989d07f974e6b6b1ac477e934e8d9a5f0cb912c3c8
4,2,类型,enhanced_extraction,4c9f0a4ef36772667e701fd27d91bc00c0146ae5de024a870542f63231852861
1,4,行驶主体,enhanced_extraction,ada4c9e01d9526e0d825e45f0f5b5f1865cc6381db3262eb57f83752054dd97e
1,4,承办机构,enhanced_extraction,642be8378e58090262029980b3e6ceb726b48cd8b7299dbe9a06fa5599c008e9
4,2,类型,enhanced_extraction,4c9f0a4ef36772667e701fd27d91bc00c0146ae5de024a870542f63231852861
1,4,执行,enhanced_extraction,08d833439c27e2b5df34b1c24eb99829234aa4c12a85e01d843c63d23a49d534
4,8,依据,enhanced_extraction,4a3d5a4cc0d5a99590cbcf189cf5cabca44fee13c2a28271229deae85e0fe2e4
