id,name,node_type,issue_type,start_id,end_id,relation_type,source,triple_hash
,,,冗余三元组,1.0,2.0,权力类型,enhanced_extraction,f93a4c8d3a971b8727cf1a43c7a7fc672a27e7505129dcc568de670d75c9e932
,,,冗余三元组,2.0,1.0,类型,enhanced_extraction,a8bd18a6eb61021907b78a885e84b7c49f208cc89d49f0344cdab35a7e46567a
,,,冗余三元组,11.0,1.0,是,enhanced_extraction,a3729a5f0a40b44787aa3ae6b3879dd5cc2e43481108275bab27c2adf0275f8d
,,,冗余三元组,14.0,15.0,是,enhanced_extraction,02f488ae6d38fbf5314af382a0f58e35ea7162d7883628dc6e63432740e86cb3
,,,冗余三元组,11.0,1.0,是,enhanced_extraction,a3729a5f0a40b44787aa3ae6b3879dd5cc2e43481108275bab27c2adf0275f8d
,,,冗余三元组,1.0,2.0,权力类型,enhanced_extraction,f93a4c8d3a971b8727cf1a43c7a7fc672a27e7505129dcc568de670d75c9e932
,,,冗余三元组,2.0,1.0,类型,enhanced_extraction,a8bd18a6eb61021907b78a885e84b7c49f208cc89d49f0344cdab35a7e46567a
,,,冗余三元组,11.0,1.0,是,enhanced_extraction,a3729a5f0a40b44787aa3ae6b3879dd5cc2e43481108275bab27c2adf0275f8d
,,,冗余三元组,2.0,1.0,类型,enhanced_extraction,a8bd18a6eb61021907b78a885e84b7c49f208cc89d49f0344cdab35a7e46567a
,,,冗余三元组,9.0,2.0,包括,enhanced_extraction,5ecc0643278c0b46fd9abc8dd464bc0d5398e542d5b81345444b7bff34798141
,,,冗余三元组,2.0,11.0,属于,enhanced_extraction,144224e794d108138f12120b66fe9b55e1683bf0ffcd54e6de64e88f62b8bb14
,,,冗余三元组,1.0,2.0,权力类型,enhanced_extraction,f93a4c8d3a971b8727cf1a43c7a7fc672a27e7505129dcc568de670d75c9e932
,,,冗余三元组,2.0,1.0,类型,enhanced_extraction,a8bd18a6eb61021907b78a885e84b7c49f208cc89d49f0344cdab35a7e46567a
,,,冗余三元组,11.0,38.0,是,enhanced_extraction,2c60524556f2bd3b9fffdd37c592763336812675de183912914a2deed2bac696
,,,冗余三元组,9.0,2.0,包括,enhanced_extraction,5ecc0643278c0b46fd9abc8dd464bc0d5398e542d5b81345444b7bff34798141
,,,冗余三元组,11.0,1.0,类型,enhanced_extraction,20b247d421467b5b00173a743db05eabeb1e4620243268ae32088a19b9cda393
,,,冗余三元组,33.0,2.0,行驶主体,enhanced_extraction,e7e1c4154a5a1e67112fb0b602bcbc32bb3b7ca10f4daa1c5adce1bbd470bc75
,,,冗余三元组,9.0,2.0,包括,enhanced_extraction,5ecc0643278c0b46fd9abc8dd464bc0d5398e542d5b81345444b7bff34798141
,,,冗余三元组,11.0,1.0,是,enhanced_extraction,a3729a5f0a40b44787aa3ae6b3879dd5cc2e43481108275bab27c2adf0275f8d
,,,冗余三元组,2.0,1.0,类型,enhanced_extraction,a8bd18a6eb61021907b78a885e84b7c49f208cc89d49f0344cdab35a7e46567a
,,,冗余三元组,2.0,49.0,依据,enhanced_extraction,dd494306f8d2c7330a01f3b0a3b940c1086792141e04c0b87ccf9ed36ea89141
,,,冗余三元组,1.0,2.0,权力类型,enhanced_extraction,f93a4c8d3a971b8727cf1a43c7a7fc672a27e7505129dcc568de670d75c9e932
