id,name,node_type,issue_type,start_id,end_id,relation_type,source,triple_hash
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,5.0,11.0,是,extraction,261a0fb10cdf63618aa43b71b96902b7b8352494f9112e48e6a8f8c4a205d40b
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,5.0,11.0,是,extraction,261a0fb10cdf63618aa43b71b96902b7b8352494f9112e48e6a8f8c4a205d40b
,,,冗余三元组,7.0,11.0,是,extraction,ac74ad2aad4002d31e6e411011932699a9af6f9e88999f05df1e02de7e15fa26
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
,,,冗余三元组,8.0,12.0,是,extraction,e9103849516b6bb426d21a3c07639e087a9cee03732b4fc37fdfe86a6284fbdc
,,,冗余三元组,4.0,13.0,权力类型,extraction,eef8e15905f5b7bc13af8b5baa3e64a4f53e76343d1e3d480c5defa736b1aa8d
,,,冗余三元组,15.0,13.0,行驶主体,extraction,8dd5fa5fd151461055e6f9e3e6b4dd97a42b9c9ba3a2b62dcb24ee19794f7b8d
,,,冗余三元组,15.0,13.0,承办机构,extraction,0d1e7507654c38d38de24b81ba666f8f5fdd4e8a8961bd369f9288ee50fa9331
,,,冗余三元组,3.0,4.0,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
