start_id,end_id,relation_type,source,triple_hash
3,4,类型,extraction,4a8d183849056dd2df3cb998024802f1af71f6686b9548e80436e7d7127139f8
1,2,涉及事项,extraction,45a6b5e9b7acaaf964d4ba55ee382735953a50be79b9c5a63cfd56f3bfaa98e9
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
5,1,行驶主体,extraction,57149ab40d40daf68ddae1ef3d64025366218c3d8d9786a7c7d9406523c436b5
5,1,承办机构,extraction,9054f2bd559f99e7217094914676411351172fc3f6311c47ff7fbb7de27ab132
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
10,19,是,extraction,27a0cebbbbbf719194bc882592ca52cb56fe00182beb07450e8e461717b2d932
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
1,2,涉及事项,extraction,45a6b5e9b7acaaf964d4ba55ee382735953a50be79b9c5a63cfd56f3bfaa98e9
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
1,6,依据,extraction,cf80a41cfbe8cca5a52d6fcd7e48ad0a16c62e701ea3daffe7b904843934819d
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,9,是,extraction,34744a2cc14d3a7a3f5317cdb530e92b9bd201c7bd7571d5db06d6b1e91b6e7f
10,9,是,extraction,af1a9ecff071ed8f3be3a892c768d8887025fa5bd902d7808d64806d738d9e49
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
11,20,是,extraction,4f6bd6ee852dc39505db943bb8728969a06f8c23c54a14cbb4d6866ffb8c4f4a
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
5,1,行驶主体,extraction,57149ab40d40daf68ddae1ef3d64025366218c3d8d9786a7c7d9406523c436b5
5,1,承办机构,extraction,9054f2bd559f99e7217094914676411351172fc3f6311c47ff7fbb7de27ab132
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
11,20,是,extraction,4f6bd6ee852dc39505db943bb8728969a06f8c23c54a14cbb4d6866ffb8c4f4a
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
24,4,行驶主体,extraction,b28f4abcc9fd2027f9867fe9c65c46b96e46e9a7842fd232abf55e768be19b15
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
14,1,行驶主体,extraction,42f7273a74403e1ff40ec20c28c5684bdebdde720b9bb324665a197a1fd17536
14,1,承办机构,extraction,b425f25c4103731723fffdea3b08ba92f7768243f470d556220be325d20abc5c
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,类型,extraction,4a8d183849056dd2df3cb998024802f1af71f6686b9548e80436e7d7127139f8
11,12,依据,extraction,d458aed4c7a0c599ff29789bc6e0040f713c582018b091bab6927ddae4ef7817
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
29,1,行驶主体,extraction,3894e2807bd5d700cd8e59ee73eb9d47cb997d8bf04d89c2b3816a91f3f94483
29,1,承办机构,extraction,bd5db513e02b588bffbd25ee058495f5dafac2b9a07a6392fb0bac6645b72a35
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
11,26,是,extraction,594ee48e2ef28d4283493b7dd95b58c8a78fd026434bf2ef09599eb13b81049f
37,38,是,extraction,5debfc46d6b40934c9da08e4cfeb20f47c9c250a248aa83cbad2fac07bc28f4e
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
1,50,涉及问题,extraction,d9aee7e532418f68a24d42b6c0f1cfa2f6d491734d66eb49042adf59fb9f4ecb
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
32,1,行驶主体,extraction,f3ae7eebff4e3460421e23abeef0b3052dd9a3dcfbd1f44a03d027eeb1801b4f
32,1,承办机构,extraction,931cafd24efaf97775db66b22a04ccc10ef5b34c9f1550f1c6e447e2887940db
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,24,是,extraction,5924698efd5688b8387f11fb3a902a4c8b1757d50799df6653f7f8b593f7bb9c
11,26,是,extraction,594ee48e2ef28d4283493b7dd95b58c8a78fd026434bf2ef09599eb13b81049f
1,31,涉及事项,extraction,f3220bd517fb70fe72f0f354fdf1fe08442b21b32cae58b726ef2340a0149292
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
1,50,涉及问题,extraction,d9aee7e532418f68a24d42b6c0f1cfa2f6d491734d66eb49042adf59fb9f4ecb
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
45,1,行驶主体,extraction,8eddef9e7cb0a9ef48bf1d9c5453eeaa783093eb2b61876f61f7d2b7a721e349
45,1,承办机构,extraction,9f49a4cd963acd1bb4cc403259dcc90b45180ce5f8f80434750ef8acda654983
1,42,基于,extraction,a4e2c854b158683c5d3495a0c2d56fd46f5e78ebd0b4df60b23ded7c379fbbe2
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,5,是,extraction,2ba53cf2a729e877b6f5a0c20e75c810989d499c8b6ba4b25874f2cf983362ec
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,16,是,extraction,a918c982f93fcff92ed89edb6dc9e992e5498bcbd343e75a57497f0321400988
10,16,是,extraction,746a2100773446996a077ea20c54ba9035e03b7b31f93fb59a8ae3cd5a9d17da
24,8,是,extraction,0c3ed9103fa05b1a95fc960839910234a9e6b0aefae46e76eb6da5fc9104587a
24,10,是,extraction,3d347f8c5f893c7be6332ad888acc73fbf39fe1690ed0335c0d21eb0c08da24a
1,50,涉及问题,extraction,d9aee7e532418f68a24d42b6c0f1cfa2f6d491734d66eb49042adf59fb9f4ecb
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,32,是,extraction,79c2a1c208558638ca5abb8e1df4996bbe4f4b8ce1f4077e6032cba30fd44e45
10,32,是,extraction,4da064cb343643cc890842dceaf67b09d17018b8caccfb9a66252b99aba7b2c2
11,22,是,extraction,1b323bba6189dbc5ba530bc51581df70b5958e3d716f1672b185da2f26ccf3f8
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,9,是,extraction,34744a2cc14d3a7a3f5317cdb530e92b9bd201c7bd7571d5db06d6b1e91b6e7f
10,9,是,extraction,af1a9ecff071ed8f3be3a892c768d8887025fa5bd902d7808d64806d738d9e49
11,33,是,extraction,86e684c0f0ab092352cdfe7d8da05aa3e50e8ef796d48ce0861f329bddd98b42
37,1,是,extraction,0425effba4b0b55802fd30d79c262c74bcbadda70455f082f2f7cfa9ed73078a
1,42,包含,extraction,7b9ef832aee05a7033973a1d4073ad0fff49c6f684c144c1b53de1c7765d56dd
8,45,是,extraction,a021dc763489713e44feb30ec7e7c62bfaaf973fdca58ef22a79cc8fca2cf9c4
10,45,是,extraction,2d016bdf9bf15554b1ad6c86d08a7a8fb403f16c47bde3a5e828a87eca3b3c9e
11,22,是,extraction,1b323bba6189dbc5ba530bc51581df70b5958e3d716f1672b185da2f26ccf3f8
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
11,26,是,extraction,594ee48e2ef28d4283493b7dd95b58c8a78fd026434bf2ef09599eb13b81049f
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
32,1,行驶主体,extraction,f3ae7eebff4e3460421e23abeef0b3052dd9a3dcfbd1f44a03d027eeb1801b4f
32,1,承办机构,extraction,931cafd24efaf97775db66b22a04ccc10ef5b34c9f1550f1c6e447e2887940db
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
16,1,行驶主体,extraction,2388221cee7d1ae0ed5be74dbb33fa91b57a06cfae883cc5c2262bfb048b5c48
16,1,承办机构,extraction,7da0b9c5ea5b9311256b7bcb955ba7fe507e79fd9fe407e277e1c4de0e1d453e
3,4,是,extraction,d08580506622eb3b009abbcab184c7d6527dc171bbca042f5d2132b53eb48841
8,9,是,extraction,34744a2cc14d3a7a3f5317cdb530e92b9bd201c7bd7571d5db06d6b1e91b6e7f
10,9,是,extraction,af1a9ecff071ed8f3be3a892c768d8887025fa5bd902d7808d64806d738d9e49
11,33,是,extraction,86e684c0f0ab092352cdfe7d8da05aa3e50e8ef796d48ce0861f329bddd98b42
1,36,涉及领域,extraction,05647e8618dcbfae7417e237aa04231b181e1ce61d823f4fda9b32b6663cf4d2
4,1,权力类型,extraction,06f1cb2317f43bcd0489624a54a5cda47739e2ccc801a931aacc75c90aebf3f1
