variant,run_seed,episode,epsilon,reward,loss,steps,joint
no_call_penalty,7,1,1.0,0.39894940311952065,,18,0.964124567539661
no_call_penalty,7,2,0.9963461538461539,0.4035680375003812,,18,0.9726024174690246
no_call_penalty,7,3,0.9926923076923077,0.41239509060958324,,18,0.9766896180977376
no_call_penalty,7,4,0.9890384615384615,0.39603361325340547,,18,0.9640727880823975
no_call_penalty,7,5,0.9853846153846154,0.4052446825378697,,18,0.9733772151312349
no_call_penalty,7,6,0.9817307692307692,0.38271289124055335,,18,0.9566188313589469
no_call_penalty,7,7,0.9780769230769231,0.4197326080999701,,18,0.9757462085526565
no_call_penalty,7,8,0.974423076923077,0.40529893623450686,0.03137223510181203,18,0.9749964289536031
no_call_penalty,7,9,0.9707692307692307,0.403710974222974,0.014669687952846289,18,0.967202987110158
no_call_penalty,7,10,0.9671153846153846,0.3756103843975067,0.013456893877850639,18,0.9537034535408021
no_call_penalty,7,11,0.9634615384615385,0.39621953673439286,0.017361052230828337,18,0.9645353541856514
no_call_penalty,7,12,0.9598076923076924,0.4138927645979255,0.006133690036626326,18,0.9743700054243868
no_call_penalty,7,13,0.9561538461538461,0.3962835645038824,0.0013513963074526852,18,0.9713081573848883
no_call_penalty,7,14,0.9525,0.41518188218424135,0.0018468357286312515,18,0.973836373542529
no_call_penalty,7,15,0.9488461538461539,0.39978980594561647,0.0014859694314913617,18,0.9682556310852807
no_call_penalty,7,16,0.9451923076923077,0.4115338850402828,0.0013017771092967854,18,0.9708549543516977
no_call_penalty,7,17,0.9415384615384615,0.3913466155021944,0.0010769481951784757,18,0.9620095364889617
no_call_penalty,7,18,0.9378846153846154,0.39523113330407555,0.0005942306112653265,18,0.9669033658814121
no_call_penalty,7,19,0.9342307692307692,0.40702518665964993,0.00027528496462360234,18,0.9706556968531127
no_call_penalty,7,20,0.9305769230769231,0.40509554913619455,0.00023225540967865122,18,0.972371495744865
no_call_penalty,7,21,0.926923076923077,0.417495239592585,0.00023184828266190985,18,0.9793115327569653
no_call_penalty,7,22,0.9232692307692307,0.4119240819750162,0.00021638066633992517,18,0.9756381964213744
no_call_penalty,7,23,0.9196153846153846,0.39659646716117863,0.00029077730626643944,18,0.9663446964263918
no_call_penalty,7,24,0.9159615384615385,0.3949096074207332,0.00016622328015121943,18,0.9612139407027129
no_call_penalty,7,25,0.9123076923076923,0.40305956993410413,0.00013118239682322988,18,0.9705923141160853
no_call_penalty,7,26,0.9086538461538461,0.39180618742065687,0.00013547142063746124,18,0.9621056389609767
no_call_penalty,7,27,0.905,0.39333832081871306,0.00012601003982126713,18,0.9643999494626202
no_call_penalty,7,28,0.9013461538461538,0.40841597459146767,0.00011894610765415968,18,0.9727267862478142
no_call_penalty,7,29,0.8976923076923077,0.3882719232647236,8.984114255225804e-05,18,0.9535615875170783
no_call_penalty,7,30,0.8940384615384616,0.41485737568953923,6.951743772434484e-05,18,0.980176055554686
no_call_penalty,7,31,0.8903846153846153,0.4117859668360082,7.346499720976378e-05,18,0.9764824621548206
no_call_penalty,7,32,0.8867307692307692,0.410196090993881,6.860289330587775e-05,18,0.9679431905065264
no_call_penalty,7,33,0.8830769230769231,0.39208724560836233,6.457472308183141e-05,18,0.9660891832154374
no_call_penalty,7,34,0.879423076923077,0.4099540610227912,8.708685264638107e-05,18,0.9769613854755909
no_call_penalty,7,35,0.8757692307692307,0.40781719075301576,5.9034199188722094e-05,18,0.9722056032460312
no_call_penalty,7,36,0.8721153846153846,0.40979468822577897,4.689744613036358e-05,18,0.977234161874931
no_call_penalty,7,37,0.8684615384615384,0.38408318531916696,4.775068130887424e-05,18,0.9610090814448977
no_call_penalty,7,38,0.8648076923076924,0.3993684739200885,5.17851420024979e-05,18,0.9616912651193013
no_call_penalty,7,39,0.8611538461538462,0.40793473897078936,4.7551342605503225e-05,18,0.9739347765657116
no_call_penalty,7,40,0.8575,0.39551458657341265,5.074232194601791e-05,18,0.9624013759209789
no_call_penalty,7,41,0.8538461538461538,0.4047659732055661,3.896374174574804e-05,18,0.9708604717254639
no_call_penalty,7,42,0.8501923076923077,0.3974884202575682,3.3686161259538494e-05,18,0.9681860414300648
no_call_penalty,7,43,0.8465384615384616,0.4051116777260047,3.09612364617351e-05,18,0.9723594683669113
no_call_penalty,7,44,0.8428846153846155,0.4066001068506568,3.0280174845150516e-05,18,0.9730758480896504
no_call_penalty,7,45,0.8392307692307692,0.38728454142268104,4.021494189348434e-05,18,0.9583665176301884
no_call_penalty,7,46,0.8355769230769231,0.41295997832396936,3.12776740732564e-05,18,0.9789169159487552
no_call_penalty,7,47,0.831923076923077,0.41623778681853707,2.7948904668543644e-05,18,0.9771510730001141
no_call_penalty,7,48,0.8282692307692308,0.4070908797083229,2.83538362661299e-05,18,0.9685891425139799
no_call_penalty,7,49,0.8246153846153846,0.416206562043223,2.819744445837892e-05,18,0.9800220967572313
no_call_penalty,7,50,0.8209615384615385,0.39622094469146973,3.0702053865954644e-05,18,0.9641922187606287
no_call_penalty,7,51,0.8173076923076923,0.3916502609928157,3.0227130991988815e-05,18,0.9652307190014996
no_call_penalty,7,52,0.8136538461538462,0.39269702503724524,2.7802036432452344e-05,18,0.9598421313391104
no_call_penalty,7,53,0.81,0.40760437494376606,2.3337514752104955e-05,18,0.9779330391073463
no_call_penalty,7,54,0.8063461538461538,0.39511805451319754,2.2000885463866223e-05,18,0.9644703189095299
no_call_penalty,7,55,0.8026923076923077,0.4089124426279397,2.707464631789157e-05,18,0.9753112095976112
no_call_penalty,7,56,0.7990384615384616,0.3991040970186751,2.4259441589593836e-05,18,0.9652991792443512
no_call_penalty,7,57,0.7953846153846154,0.3994037586264176,2.7878957452129624e-05,18,0.9610856971028564
no_call_penalty,7,58,0.7917307692307692,0.41421875351050796,2.387496402257562e-05,18,0.9776727839408837
no_call_penalty,7,59,0.7880769230769231,0.3975744050417273,2.2957655952874727e-05,18,0.9699300469201187
no_call_penalty,7,60,0.7844230769230769,0.4066853944597573,2.1416977991369397e-05,18,0.973968712895962
no_call_penalty,7,61,0.7807692307692308,0.41089379442313606,2.0850477034804902e-05,18,0.9778816854483976
no_call_penalty,7,62,0.7771153846153847,0.4151383638391822,2.6906505809165537e-05,18,0.9777911119331868
no_call_penalty,7,63,0.7734615384615384,0.39931634736061083,2.336933999281933e-05,18,0.9667128952911922
no_call_penalty,7,64,0.7698076923076923,0.40235490034754673,2.4881481901199248e-05,18,0.971712810773052
no_call_penalty,7,65,0.7661538461538462,0.3981413598663552,2.582292998138453e-05,18,0.9651246523265998
no_call_penalty,7,66,0.7625,0.40856797498801645,2.6483851797820535e-05,18,0.9696133035803076
no_call_penalty,7,67,0.7588461538461538,0.4047171616468755,2.531557260630911e-05,18,0.97645297914303
no_call_penalty,7,68,0.7551923076923077,0.4024216573715209,3.1273766782962615e-05,18,0.9694600009918214
no_call_penalty,7,69,0.7515384615384615,0.4072227708179692,3.17706095908458e-05,18,0.9740989022004422
no_call_penalty,7,70,0.7478846153846154,0.39881207466125473,2.7617799130692016e-05,18,0.9641709189755577
no_call_penalty,7,71,0.7442307692307693,0.40099544282610794,2.7017420304926214e-05,18,0.9729328965642312
no_call_penalty,7,72,0.7405769230769231,0.40883420121500325,2.812623046742778e-05,18,0.9740107682181927
no_call_penalty,7,73,0.7369230769230769,0.4114353218565314,2.6853575137566724e-05,18,0.9775030384275127
no_call_penalty,7,74,0.7332692307692308,0.4066315059004158,2.597123390539006e-05,18,0.9772277118008713
no_call_penalty,7,75,0.7296153846153847,0.3994888685100835,2.4444846328858854e-05,18,0.9720185868582245
no_call_penalty,7,76,0.7259615384615385,0.4024212881786564,2.757803566863812e-05,18,0.9731083964710394
no_call_penalty,7,77,0.7223076923076923,0.3996249912834164,2.6815127461708875e-05,18,0.9630139463015965
no_call_penalty,7,78,0.7186538461538461,0.4180939775953621,2.4152600063745114e-05,18,0.9769480297776868
no_call_penalty,7,79,0.7150000000000001,0.4116800525675146,2.8187855504155676e-05,18,0.9771745274278331
no_call_penalty,7,80,0.7113461538461539,0.39146553156852715,2.3526708042077695e-05,18,0.9589192264148167
no_call_penalty,7,81,0.7076923076923076,0.4009257189325851,2.379403374814299e-05,18,0.9665004257103066
no_call_penalty,7,82,0.7040384615384616,0.4005508036644204,2.548517123715202e-05,18,0.9681767166772729
no_call_penalty,7,83,0.7003846153846154,0.4017183315372467,2.4063548456373002e-05,18,0.9692052978856224
no_call_penalty,7,84,0.6967307692307693,0.4184130611048073,2.3853356348505866e-05,18,0.9782488883774857
no_call_penalty,7,85,0.6930769230769231,0.4148170365534159,2.3459091658474386e-05,18,0.9769611087397403
