variant,run_seed,episode,epsilon,reward,loss,steps,joint
no_mask,4,1,1.0,0.3181294408519773,,18,0.9564086610731418
no_mask,4,2,0.9963461538461539,0.3279101309690804,,18,0.962155076558954
no_mask,4,3,0.9926923076923077,0.30727871692223974,,18,0.9593094148264304
no_mask,4,4,0.9890384615384615,0.32507172644713817,,18,0.9694649476194618
no_mask,4,5,0.9853846153846154,0.2755221623714475,,18,0.9589320535120304
no_mask,4,6,0.9817307692307692,0.3066044743721302,,18,0.9556275824269098
no_mask,4,7,0.9780769230769231,0.31828633040504717,,18,0.9522319549974735
no_mask,4,8,0.974423076923077,0.26869775022605363,0.012177375720485169,18,0.9207436348240952
no_mask,4,9,0.9707692307692307,0.2937464248474147,0.007042235694825649,18,0.9587279884956925
no_mask,4,10,0.9671153846153846,0.33918389420585915,0.004384911075855295,18,0.9480070968837759
no_mask,4,11,0.9634615384615385,0.3766382019529671,0.004999376535933051,18,0.9755822106300318
no_mask,4,12,0.9598076923076924,0.36209504294702816,0.0037299063923354778,18,0.9606843915416331
no_mask,4,13,0.9561538461538461,0.36213621309587796,0.001281353104988941,18,0.9560198086760544
no_mask,4,14,0.9525,0.31002011116104383,0.0009474663594220248,18,0.9475950755192913
no_mask,4,15,0.9488461538461539,0.30679559208567536,0.0008641173319321953,18,0.9678674171153677
no_mask,4,16,0.9451923076923077,0.33153523958206144,0.00048009535789282783,18,0.9637452736922673
no_mask,4,17,0.9415384615384615,0.36056491054633555,0.0010448659094335097,18,0.9718376893186804
no_mask,4,18,0.9378846153846154,0.33632253979990306,0.0012562303583965534,18,0.9631923080602532
no_mask,4,19,0.9342307692307692,0.3376513171672822,0.0006214820556730652,18,0.967236411714554
no_mask,4,20,0.9305769230769231,0.32399799084762043,0.0003800898023958628,18,0.9255007964754339
no_mask,4,21,0.926923076923077,0.33989371025184095,0.0002656209293895194,18,0.9668870084156543
no_mask,4,22,0.9232692307692307,0.33171982252047605,0.00019752427437601404,18,0.9683637411384792
no_mask,4,23,0.9196153846153846,0.3601857453070014,0.00043531099072424695,18,0.9630368250990149
no_mask,4,24,0.9159615384615385,0.3453438564293201,0.0002284674224534279,18,0.9518681854992124
no_mask,4,25,0.9123076923076923,0.3401176156330108,0.00019485910242009495,18,0.9474084537369866
no_mask,4,26,0.9086538461538461,0.32766860570907597,0.00015334353803256009,18,0.9641416406358992
no_mask,4,27,0.905,0.3670002491770119,0.000171774373383313,18,0.9676570791387794
no_mask,4,28,0.9013461538461538,0.31795842185097006,0.00018352242962767681,18,0.9568156373301935
no_mask,4,29,0.8976923076923077,0.3459058843612671,0.00013872992834270312,18,0.9564956203528814
no_mask,4,30,0.8940384615384616,0.3650277913675637,0.00010747829744812204,18,0.9603318683971913
no_mask,4,31,0.8903846153846153,0.35114070603678044,9.39242866782782e-05,18,0.9629106974010627
no_mask,4,32,0.8867307692307692,0.33140489319498945,0.00011196996072410709,18,0.9693725748926091
no_mask,4,33,0.8830769230769231,0.28730813711242953,9.465453856844558e-05,18,0.9635420512954188
no_mask,4,34,0.879423076923077,0.35581267001250677,0.00011198260512578094,18,0.9727653547225915
no_mask,4,35,0.8757692307692307,0.35236824003739775,8.191665438062046e-05,18,0.9504389494115656
no_mask,4,36,0.8721153846153846,0.3616038053734043,7.1429429024445e-05,18,0.9697658361116294
no_mask,4,37,0.8684615384615384,0.36858142110923237,7.219576905804893e-05,18,0.980160596664316
no_mask,4,38,0.8648076923076924,0.3199783610756139,7.661728664566504e-05,18,0.9638569935139405
no_mask,4,39,0.8611538461538462,0.3020681703376768,7.257719031864933e-05,18,0.9591717667239054
no_mask,4,40,0.8575,0.30080355006217946,8.497566159348935e-05,18,0.9544506363936834
no_mask,4,41,0.8538461538461538,0.3068346576265857,7.340531616743344e-05,18,0.9575599163228816
no_mask,4,42,0.8501923076923077,0.25802096156771603,7.498926202566104e-05,18,0.9628519927956919
no_mask,4,43,0.8465384615384616,0.36000856853583746,6.798495996918064e-05,18,0.9729817238406008
no_mask,4,44,0.8428846153846155,0.2941831339083046,6.02440052009317e-05,18,0.9737216771882157
no_mask,4,45,0.8392307692307692,0.2932512496479063,6.762781797280897e-05,18,0.9506210287780783
no_mask,4,46,0.8355769230769231,0.37584536320784967,6.852797438720397e-05,18,0.9668220861850702
no_mask,4,47,0.831923076923077,0.29106251900649954,6.664251122856513e-05,18,0.9041328571658539
no_mask,4,48,0.8282692307692308,0.3381751302728981,5.973596711959949e-05,18,0.9715571770879436
no_mask,4,49,0.8246153846153846,0.3747206741819711,5.595240165550624e-05,18,0.9607788862031084
no_mask,4,50,0.8209615384615385,0.3283601820669501,6.391256485787583e-05,18,0.9742578422553434
no_mask,4,51,0.8173076923076923,0.32802098940947966,5.99042345533639e-05,18,0.972970143509616
no_mask,4,52,0.8136538461538462,0.3521481635753927,5.786386049698599e-05,18,0.9536580320897995
no_mask,4,53,0.81,0.36081475676635216,5.488779808931415e-05,18,0.9774515059546298
no_mask,4,54,0.8063461538461538,0.3251567673023251,4.818143649269283e-05,18,0.9431616990707964
no_mask,4,55,0.8026923076923077,0.3443631905470224,4.906589533170013e-05,18,0.9675348811020407
no_mask,4,56,0.7990384615384616,0.33401732088396363,4.875512119421425e-05,18,0.9725392019157567
no_mask,4,57,0.7953846153846154,0.36523199196513106,4.6306441517016436e-05,18,0.963018553718042
no_mask,4,58,0.7917307692307692,0.3065517629879277,4.486684469561119e-05,18,0.970036787766613
no_mask,4,59,0.7880769230769231,0.3109945147142741,4.812446897833272e-05,18,0.9724881207473174
no_mask,4,60,0.7844230769230769,0.3261894637172979,4.650315925876688e-05,18,0.9690615621136458
no_mask,4,61,0.7807692307692308,0.33907284073928295,5.309500890386213e-05,18,0.9728450759349786
no_mask,4,62,0.7771153846153847,0.35321786567786634,5.774911652325601e-05,18,0.9769803142077818
no_mask,4,63,0.7734615384615384,0.34832155133554765,6.003132693876978e-05,18,0.9613567021323772
no_mask,4,64,0.7698076923076923,0.34579345901055786,5.04623407727599e-05,18,0.9650783610653569
no_mask,4,65,0.7661538461538462,0.34238951367685616,5.329635294199559e-05,18,0.9723290061359564
no_mask,4,66,0.7625,0.33513106316566466,4.207430881959024e-05,18,0.9552808691774097
no_mask,4,67,0.7588461538461538,0.33566939739325957,4.1127194789522844e-05,18,0.9772234969009909
no_mask,4,68,0.7551923076923077,0.3658695637924415,3.428237323532812e-05,18,0.9622548547221752
no_mask,4,69,0.7515384615384615,0.3501747186462697,3.233795107209719e-05,18,0.9594002967352397
no_mask,4,70,0.7478846153846154,0.3116122168190224,2.868348959358021e-05,18,0.9694630615460692
no_mask,4,71,0.7442307692307693,0.33539900100806674,3.2496028325113e-05,18,0.975945841537908
no_mask,4,72,0.7405769230769231,0.35855565210649776,3.9632788987849686e-05,18,0.9601250700700101
no_mask,4,73,0.7369230769230769,0.3316233234508541,3.023792669409886e-05,18,0.9650723281729582
no_mask,4,74,0.7332692307692308,0.3746646446810095,2.6798256638155886e-05,18,0.9768344531270671
no_mask,4,75,0.7296153846153847,0.36177075822830196,3.048032284722366e-05,18,0.9551559637001584
no_mask,4,76,0.7259615384615385,0.34802330629046363,2.941963298831575e-05,18,0.9610849066644596
no_mask,4,77,0.7223076923076923,0.30975210023956573,2.93722247685461e-05,18,0.9467654895583583
no_mask,4,78,0.7186538461538461,0.3352444789951603,2.9986804090892998e-05,18,0.9542273837681017
no_mask,4,79,0.7150000000000001,0.29238147358460864,3.466386457754803e-05,18,0.9518725305253811
no_mask,4,80,0.7113461538461539,0.2934395697698923,2.8879684577987064e-05,18,0.9722495701865023
no_mask,4,81,0.7076923076923076,0.3245971192329685,2.9127237667125883e-05,18,0.968784868837649
no_mask,4,82,0.7040384615384616,0.36140920898744877,3.0224251228598103e-05,18,0.9693142755802858
no_mask,4,83,0.7003846153846154,0.31844323356194926,3.478747410352096e-05,18,0.9567387644191842
no_mask,4,84,0.6967307692307693,0.35132362262725825,3.2028382924585865e-05,18,0.9592697141851698
no_mask,4,85,0.6930769230769231,0.3395443000135751,3.2774337796581676e-05,18,0.9657837179259128
no_mask,4,86,0.6894230769230769,0.33957230038340486,3.578801554087679e-05,18,0.9721949612595895
no_mask,4,87,0.6857692307692308,0.3437022987373381,3.2986273304737144e-05,18,0.9545656556543645
no_mask,4,88,0.6821153846153847,0.3709835983381599,3.300694334029686e-05,18,0.9742424387121436
no_mask,4,89,0.6784615384615384,0.3570887545309395,2.8747397765174457e-05,18,0.9532439607763527
no_mask,4,90,0.6748076923076923,0.35495945705512466,2.9141048192589853e-05,18,0.9742185755668603
no_mask,4,91,0.6711538461538462,0.3626784514904023,2.897625735285045e-05,18,0.9646911103112358
no_mask,4,92,0.6675,0.3432655872640939,3.335331540357503e-05,18,0.9591430111823999
no_mask,4,93,0.6638461538461539,0.36448455887893144,2.394244837786472e-05,18,0.9641902728973352
no_mask,4,94,0.6601923076923077,0.3866387959871622,2.379225932397983e-05,18,0.9752588639470745
no_mask,4,95,0.6565384615384615,0.2946437046335098,2.550424399790548e-05,18,0.9009486493586045
no_mask,4,96,0.6528846153846154,0.3577105587642948,3.334130572814805e-05,18,0.9726773118474343
no_mask,4,97,0.6492307692307693,0.36388993595221947,2.7844991917744563e-05,18,0.97803390293873
no_mask,4,98,0.645576923076923,0.30071032822707583,3.0072694698901614e-05,18,0.9646407562875983
no_mask,4,99,0.6419230769230769,0.26641727112846647,2.6891093208784394e-05,18,0.9498209173139867
no_mask,4,100,0.6382692307692308,0.3659309729204507,3.157646258639741e-05,18,0.9642985830518415
no_mask,4,101,0.6346153846153846,0.3199546326572637,2.3464097972060295e-05,18,0.9701376456282638
no_mask,4,102,0.6309615384615385,0.34074232210810584,2.6754905623723364e-05,18,0.9587557402180463
no_mask,4,103,0.6273076923076923,0.3705133441171975,2.8271865479230957e-05,18,0.9644536615651231
no_mask,4,104,0.6236538461538461,0.37001085913756776,2.7174572248137945e-05,18,0.9725326113571674
no_mask,4,105,0.62,0.3494331833267208,2.718573649771214e-05,18,0.965992126437596
no_mask,4,106,0.6163461538461539,0.37474765720466086,3.090177880140901e-05,18,0.9667330709055728
no_mask,4,107,0.6126923076923076,0.3311289081604225,2.053286905518487e-05,18,0.953065415050795
no_mask,4,108,0.6090384615384616,0.35469024465659565,2.28702545731115e-05,18,0.968973890496005
no_mask,4,109,0.6053846153846154,0.3406334770498603,2.9378962608461734e-05,18,0.9562878635481662
no_mask,4,110,0.6017307692307692,0.34883058670997613,2.5187162464135326e-05,18,0.9581016763346537
no_mask,4,111,0.5980769230769232,0.30459714856799047,2.12885782578572e-05,18,0.9744663026856214
no_mask,4,112,0.5944230769230769,0.36505884110758124,2.3643832112914726e-05,18,0.9532629363286313
no_mask,4,113,0.5907692307692307,0.3640634625148771,2.7522398745026698e-05,18,0.9658584928240095
no_mask,4,114,0.5871153846153847,0.37253463341811605,2.523832795810045e-05,18,0.9686879031528981
no_mask,4,115,0.5834615384615385,0.2988398659990186,2.623302472986527e-05,18,0.9118618170396173
no_mask,4,116,0.5798076923076924,0.3117053454981178,2.8681014555331785e-05,18,0.9665254083231754
no_mask,4,117,0.5761538461538461,0.3250560831270547,2.5826270454369176e-05,18,0.9708461660528418
no_mask,4,118,0.5725,0.29036438522338875,3.123264630428619e-05,18,0.9613695900780815
no_mask,4,119,0.5688461538461539,0.31261861589530393,3.033130688992161e-05,18,0.9558910541405232
no_mask,4,120,0.5651923076923078,0.28963857835769635,3.086341045370015e-05,18,0.9630504584039962
no_mask,4,121,0.5615384615384615,0.38525605130294277,2.8527969182808494e-05,18,0.971068035828069
no_mask,4,122,0.5578846153846153,0.37892710910895766,2.8754506274708547e-05,18,0.9696563849660564
no_mask,4,123,0.5542307692307693,0.324510893758033,2.8682533815703613e-05,18,0.9730019766352677
no_mask,4,124,0.5505769230769231,0.33104682405471775,3.4006444618878755e-05,18,0.9580903426238468
no_mask,4,125,0.5469230769230768,0.3272827106294961,2.8779325222987812e-05,18,0.9768198201867748
no_mask,4,126,0.5432692307692308,0.2890241193962096,2.9914751343716893e-05,18,0.9506715401308877
no_mask,4,127,0.5396153846153846,0.32765496884444667,2.445298817595661e-05,18,0.9704592212139094
no_mask,4,128,0.5359615384615385,0.3635100185880987,2.8783187594348823e-05,18,0.9738297574390918
no_mask,4,129,0.5323076923076924,0.3603649276161192,2.7749745135628877e-05,18,0.9622871187482561
no_mask,4,130,0.5286538461538461,0.32218746258834285,2.3911903705690445e-05,18,0.9641770832409412
no_mask,4,131,0.525,0.3340374897163671,2.752769629902711e-05,18,0.9685902043252873
no_mask,4,132,0.5213461538461539,0.31535321021600204,2.6853164803873773e-05,18,0.9553392814196551
no_mask,4,133,0.5176923076923077,0.3862182277021738,2.8199439990809576e-05,18,0.9777283397272891
no_mask,4,134,0.5140384615384617,0.34209012946227496,2.6131819797430784e-05,18,0.9740210926062955
no_mask,4,135,0.5103846153846154,0.35957132310965967,1.9426646910384687e-05,18,0.9723376445641072
no_mask,4,136,0.5067307692307692,0.3306479035061163,2.0598140508809593e-05,18,0.9707550152212072
no_mask,4,137,0.5030769230769231,0.28084310464957646,2.6392640064740488e-05,18,0.9645908075952765
no_mask,4,138,0.49942307692307697,0.3704950973520608,2.584065113195619e-05,18,0.977283412341414
no_mask,4,139,0.49576923076923074,0.3630437435371619,2.669935454630629e-05,18,0.9740947809650035
no_mask,4,140,0.4921153846153846,0.32528946448633506,2.489935382578147e-05,18,0.9749532879510767
no_mask,4,141,0.4884615384615385,0.30666383883173876,2.256617871252173e-05,18,0.9624012837592735
no_mask,4,142,0.4848076923076924,0.36882915638068625,1.8887852295140168e-05,18,0.9758181471014259
