variant,run_seed,episode,epsilon,reward,loss,steps,joint
DQN,0,1,1.0,0.3442539053831429,,18,0.9719905028554607
DQN,0,2,0.9963461538461539,0.3257463093956018,,18,0.9600405210909182
DQN,0,3,0.9926923076923077,0.35181386493682854,,18,0.9539445202691216
DQN,0,4,0.9890384615384615,0.30551429609298697,,18,0.9681864203453064
DQN,0,5,0.9853846153846154,0.36506449873277963,,18,0.9699848533788568
DQN,0,6,0.9817307692307692,0.3461401434032732,,18,0.9655481369285793
DQN,0,7,0.9780769230769231,0.3201549232776669,,18,0.9575696105417545
DQN,0,8,0.974423076923077,0.34982871699431817,0.02911537600790753,18,0.9607227854599507
DQN,0,9,0.9707692307692307,0.3166144945049284,0.005651975102308724,18,0.9654284495694297
DQN,0,10,0.9671153846153846,0.31806583902056607,0.0033419631460371115,18,0.9692107227371961
DQN,0,11,0.9634615384615385,0.3054246819313078,0.003038418291705764,18,0.9659758877555323
DQN,0,12,0.9598076923076924,0.3495347654490037,0.0038797146149186622,18,0.9644473309485944
DQN,0,13,0.9561538461538461,0.3212382239828438,0.0024091063015576866,18,0.9780516523504493
DQN,0,14,0.9525,0.31795114185431905,0.0018290870616005526,18,0.9732445590366873
DQN,0,15,0.9488461538461539,0.308762679114775,0.0016428382708303009,18,0.955652601749866
DQN,0,16,0.9451923076923077,0.3109994874858856,0.0014657616815788464,18,0.9705235099520003
DQN,0,17,0.9415384615384615,0.37506860838988726,0.001404571081770377,18,0.9708698290968177
DQN,0,18,0.9378846153846154,0.34779839723685696,0.0014634999582388748,18,0.9786090324136424
DQN,0,19,0.9342307692307692,0.32576870233102273,0.0012247639420416413,18,0.9691826985873185
DQN,0,20,0.9305769230769231,0.35407340844154367,0.0010519037314224988,18,0.9627049473081318
DQN,0,21,0.926923076923077,0.3509478977446121,0.0010885912148902814,18,0.9610323381733585
DQN,0,22,0.9232692307692307,0.30833107250290187,0.0011920864975157504,18,0.9585414685322918
DQN,0,23,0.9196153846153846,0.3293105866484207,0.0010973426041245046,18,0.9571032425645111
DQN,0,24,0.9159615384615385,0.3008447798816974,0.0009384332871478465,18,0.9615481160499239
DQN,0,25,0.9123076923076923,0.31163038249896113,0.0008880690131465801,18,0.9660355581687048
DQN,0,26,0.9086538461538461,0.3427408672149687,0.000794590130681172,18,0.9646330930306592
DQN,0,27,0.905,0.3441044573030797,0.0009528010236358063,18,0.9669095943185496
DQN,0,28,0.9013461538461538,0.34015060309508743,0.0007556957118342527,18,0.9719095256880587
DQN,0,29,0.8976923076923077,0.25901773220369634,0.0007179562898171651,18,0.9717011733826387
DQN,0,30,0.8940384615384616,0.34557344640830423,0.0006978921139509314,18,0.9772294999402145
DQN,0,31,0.8903846153846153,0.2950520290954617,0.0008246770270893143,18,0.9656756889621211
DQN,0,32,0.8867307692307692,0.32288309408264426,0.000555670281755738,18,0.9581552006318249
DQN,0,33,0.8830769230769231,0.3474340320024818,0.0006449461911365183,18,0.9784112088551076
DQN,0,34,0.879423076923077,0.30784176647284944,0.0005312271144551536,18,0.9711955897678884
DQN,0,35,0.8757692307692307,0.3449998405044834,0.0005054497919950841,18,0.9705538836048871
DQN,0,36,0.8721153846153846,0.3066652514808935,0.0005264245571904919,18,0.9713154266063346
DQN,0,37,0.8684615384615384,0.33761446370124787,0.00045300044358656224,18,0.9688624562263488
DQN,0,38,0.8648076923076924,0.3204146885879543,0.0004041336570581835,18,0.9564310511322042
DQN,0,39,0.8611538461538462,0.28002856277163446,0.00044758884016320936,18,0.9642540728547434
DQN,0,40,0.8575,0.3289166316465895,0.00040160885934407514,18,0.9550225210499454
DQN,0,41,0.8538461538461538,0.3059296028988178,0.00040368695206577994,18,0.9531544026437698
DQN,0,42,0.8501923076923077,0.3563165038841525,0.0003403562085521925,18,0.967569436466237
DQN,0,43,0.8465384615384616,0.2800869361408262,0.0003358329664075023,18,0.9646435749331904
DQN,0,44,0.8428846153846155,0.3386711193370818,0.000370379720051359,18,0.9606240509237564
DQN,0,45,0.8392307692307692,0.31289836634333545,0.000279046684024959,18,0.9699474744638916
DQN,0,46,0.8355769230769231,0.3106563198862404,0.00024871079626286193,18,0.9728059582581075
DQN,0,47,0.831923076923077,0.35453034995177685,0.00026995488587999716,18,0.9756083430092911
DQN,0,48,0.8282692307692308,0.36208670968707024,0.00020991000928916037,18,0.9726928729171953
DQN,0,49,0.8246153846153846,0.3321593061075538,0.0002537837111352322,18,0.9729947644853827
DQN,0,50,0.8209615384615385,0.35662332101821886,0.0002281978805614118,18,0.9669929735728673
DQN,0,51,0.8173076923076923,0.3729900510225624,0.00017736265928963095,18,0.9782684897906675
DQN,0,52,0.8136538461538462,0.3067230041460557,0.00015983291531382647,18,0.9641251210113625
DQN,0,53,0.81,0.3364524189823428,0.00015755196363897994,18,0.9550837407294882
DQN,0,54,0.8063461538461538,0.30134612163543717,0.00014070481281831034,18,0.9604332181385586
DQN,0,55,0.8026923076923077,0.30030866470988193,0.00013751549381090121,18,0.9619164595786703
